ep_id,ep_name,season_nr,episode_nr,actor_name,gender,char_name
244842,The Limey,4,20,"Chandler, Keith",m,Tech
244842,The Limey,4,20,"Coots, Joe",m,Morgan
244842,The Limey,4,20,"Dever, Seamus",m,Kevin Ryan
244842,The Limey,4,20,"Dorsey, Omar J.",m,Biggie Slim
244842,The Limey,4,20,"Fillion, Nathan",m,Richard Castle
244842,The Limey,4,20,"Huertas, Jon",m,Javier Esposito
244842,The Limey,4,20,"Shaughnessy, Charles",m,Nigel Wyndham
244842,The Limey,4,20,"Tucker, Brett",m,Colin Hunt
244842,The Limey,4,20,"Wilker, Amir",m,Chased Waiter
244842,The Limey,4,20,"Bisutti, Danielle",f,Claire Panchard
244842,The Limey,4,20,"Jeneen, Tiffany",f,Motel Maid
244842,The Limey,4,20,"Johnson, Penny",f,Captain Victoria Gates
244842,The Limey,4,20,"Jones, Tamala",f,Lanie Parish
244842,The Limey,4,20,"Katic, Stana",f,Kate Beckett
244842,The Limey,4,20,"Pharris, Chrystee",f,Nicky Jay
244842,The Limey,4,20,"Quinn, Molly C.",f,Alexis Castle
244842,The Limey,4,20,"Sullivan, Susan",f,Martha Rodgers
244842,The Limey,4,20,"Vander Pluym, Vanessa",f,Jacinda
244816,Rise,4,1,"Anderson, Larry",m,Dr. Kovaks
244816,Rise,4,1,"Ashworth, Landon",m,Mitch Yancey
244816,Rise,4,1,"Dario, Ruben",m,EMT
244816,Rise,4,1,"Dever, Seamus",m,Kevin Ryan
244816,Rise,4,1,"Dorn, Michael",m,Dr. Carter Burke
244816,Rise,4,1,"Dov, Joshua",m,Dale Landers
244816,Rise,4,1,"Fillion, Nathan",m,Richard Castle
244816,Rise,4,1,"Huertas, Jon",m,Javier Esposito
244816,Rise,4,1,"Jackson, John M.",m,Rod Halstead
244816,Rise,4,1,"Narayan, Roger",m,ER Resident
244816,Rise,4,1,"Paulin, Scott",m,Jim Beckett
244816,Rise,4,1,"Pierson, Geoff",m,Mystery Man
244816,Rise,4,1,"Webster, Victor",m,Josh Davidson
244816,Rise,4,1,"Azlynn, Valerie",f,Officer Ann Hastings
244816,Rise,4,1,"Johnson, Penny",f,Captain Victoria Gates
244816,Rise,4,1,"Jones, Tamala",f,Lanie Parish
244816,Rise,4,1,"Katic, Stana",f,Kate Beckett
244816,Rise,4,1,"Parsons, Azure",f,Ginny
244816,Rise,4,1,"Quinn, Molly C.",f,Alexis Castle
244816,Rise,4,1,"Sullivan, Susan",f,Martha Rodgers
244816,Rise,4,1,"Tanaka, Paris",f,ER Nurse
244837,The Final Nail,3,15,"Clausen, Paul",m,Charles Utley
244837,The Final Nail,3,15,"Dever, Seamus",m,Kevin Ryan
244837,The Final Nail,3,15,"Dimich, Jack",m,Morris Hasberg
244837,The Final Nail,3,15,"Figueroa, Efrain",m,Ray Salazar
244837,The Final Nail,3,15,"Fillion, Nathan",m,Richard Castle
244837,The Final Nail,3,15,"Grimes, Kareem J.",m,Omar Lincoln
244837,The Final Nail,3,15,"Huertas, Jon",m,Javier Esposito
244837,The Final Nail,3,15,"Irwin, Tom",m,Simon Campbell
244837,The Final Nail,3,15,"Phillips, Ethan",m,James Farnham
244837,The Final Nail,3,15,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244837,The Final Nail,3,15,"Wiles, Jason",m,Damian Westlake
244837,The Final Nail,3,15,"Bogart, Andrea",f,Callie Langston
244837,The Final Nail,3,15,"Coppola, Alicia",f,Amber Patinelli
244837,The Final Nail,3,15,"Forte, Marlene",f,Blanca
244837,The Final Nail,3,15,"Johnson, Michelle Anne",f,Officer Greta Bailey
244837,The Final Nail,3,15,"Jones, Tamala",f,Lanie Parish
244837,The Final Nail,3,15,"Katic, Stana",f,Kate Beckett
244837,The Final Nail,3,15,"Quinn, Molly C.",f,Alexis Castle
244837,The Final Nail,3,15,"Sullivan, Susan",f,Martha Rodgers
244826,Sucker Punch,2,13,"Adair-Rios, Mark",m,Trucho
244826,Sucker Punch,2,13,"Addison, Bernard",m,Attorney
244826,Sucker Punch,2,13,"Alvarez, Justin",m,Jack Coonan
244826,Sucker Punch,2,13,"Cole, John Brantley",m,Officer Clayton Lee
244826,Sucker Punch,2,13,"Cosmo, James",m,Finn Rourke
244826,Sucker Punch,2,13,"Dever, Seamus",m,Kevin Ryan
244826,Sucker Punch,2,13,"Ferguson, Jay R.",m,Dick Coonan
244826,Sucker Punch,2,13,"Fillion, Nathan",m,Richard Castle
244826,Sucker Punch,2,13,"Huertas, Jon",m,Javier Esposito
244826,Sucker Punch,2,13,"Keogh, Glenn",m,Tommy
244826,Sucker Punch,2,13,"Morga, Tom",m,Tall Guy
244826,Sucker Punch,2,13,"Nucci, Danny",m,Gilbert Mazzara
244826,Sucker Punch,2,13,"Paulin, Scott",m,Jim Beckett
244826,Sucker Punch,2,13,"Picardo, Robert",m,Dr. Clark Murray
244826,Sucker Punch,2,13,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244826,Sucker Punch,2,13,"Shin, Eddie",m,Johnny Vong
244826,Sucker Punch,2,13,"St. Esprit, Patrick",m,Special Agent Forrest
244826,Sucker Punch,2,13,"Green, Jenna Leigh",f,Molly
244826,Sucker Punch,2,13,"Jones, Tamala",f,Lanie Parish
244826,Sucker Punch,2,13,"Katic, Stana",f,Kate Beckett
244826,Sucker Punch,2,13,"Quinn, Molly C.",f,Alexis Castle
244826,Sucker Punch,2,13,"Sullivan, Susan",f,Martha Rodgers
244784,Inventing the Girl,2,3,"Adeyemo, Joseph Ademola",m,NYPD Officer
244784,Inventing the Girl,2,3,"Barr, Matt",m,Travis McBoyd
244784,Inventing the Girl,2,3,"Dever, Seamus",m,Kevin Ryan
244784,Inventing the Girl,2,3,"Diaz, Paul",m,Young Man
244784,Inventing the Girl,2,3,"Fillion, Nathan",m,Richard Castle
244784,Inventing the Girl,2,3,"Fleming, Jon",m,Will James
244784,Inventing the Girl,2,3,"Huertas, Jon",m,Javier Esposito
244784,Inventing the Girl,2,3,"Kelley, Jason E.",m,Event Organizer
244784,Inventing the Girl,2,3,"Pierce, Jeffrey",m,Wyatt Monroe
244784,Inventing the Girl,2,3,"Sands, Julian",m,Teddy Farrow
244784,Inventing the Girl,2,3,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244784,Inventing the Girl,2,3,"Shackelford, Eric",m,Lower Eastsider
244784,Inventing the Girl,2,3,"Zelinsky, Sergei",m,Make Up Artist
244784,Inventing the Girl,2,3,"Collins, Shanna",f,Rina
244784,Inventing the Girl,2,3,"DeVitto, Torrey",f,Sierra Goodwin
244784,Inventing the Girl,2,3,"Jones, Tamala",f,Lanie Parish
244784,Inventing the Girl,2,3,"Katic, Stana",f,Kate Beckett
244784,Inventing the Girl,2,3,"Patton, Candice",f,Young Woman
244784,Inventing the Girl,2,3,"Quinn, Molly C.",f,Alexis Castle
244784,Inventing the Girl,2,3,"Sullivan, Susan",f,Martha Rodgers
244784,Inventing the Girl,2,3,"Wood, Stefanie",f,Runway Model
244841,The Late Shaft,2,20,"Bellamy, Bill",m,Mickey Reed
244841,The Late Shaft,2,20,"Bergeron, Tom",m,Bobby Mann
244841,The Late Shaft,2,20,"Cortese, Dan",m,Howard Weisberg
244841,The Late Shaft,2,20,"Cummings, Michael",m,Burt
244841,The Late Shaft,2,20,"Dever, Seamus",m,Kevin Ryan
244841,The Late Shaft,2,20,"Fillion, Nathan",m,Richard Castle
244841,The Late Shaft,2,20,"Huertas, Jon",m,Javier Esposito
244841,The Late Shaft,2,20,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244841,The Late Shaft,2,20,"Stewart, French",m,Zach Robinson
244841,The Late Shaft,2,20,"Willard, Fred",m,Hank McPhee
244841,The Late Shaft,2,20,"Aquino, Amy",f,Janine Marks
244841,The Late Shaft,2,20,"Belt, Brittany",f,Kayla
244841,The Late Shaft,2,20,"Broderick, Beth",f,Barbara Mann
244841,The Late Shaft,2,20,"Carlson, Kelly",f,Ellie Monroe
244841,The Late Shaft,2,20,"Jones, Tamala",f,Lanie Parish
244841,The Late Shaft,2,20,"Katic, Stana",f,Kate Beckett
244841,The Late Shaft,2,20,"Quinn, Molly C.",f,Alexis Castle
244841,The Late Shaft,2,20,"Sullivan, Susan",f,Martha Rodgers
244841,The Late Shaft,2,20,"Tom, Nicholle",f,Cindy Mann
244841,The Late Shaft,2,20,"Walsh, Sydney",f,Patty DeLuca
244841,The Late Shaft,2,20,"Williams, Nika",f,Angel Santana
244790,Last Call,3,10,"Carrington, Christopher",m,Man
244790,Last Call,3,10,"Dever, Seamus",m,Kevin Ryan
244790,Last Call,3,10,"Fillion, Nathan",m,Richard Castle
244790,Last Call,3,10,"Holdren, Rand",m,Pete Mucha
244790,Last Call,3,10,"Huertas, Jon",m,Javier Esposito
244790,Last Call,3,10,"Marston, Nathaniel",m,Grant Vyro
244790,Last Call,3,10,"Muirhead, Oliver",m,Steven Heisler
244790,Last Call,3,10,"Mulkey, Chris",m,Wilbur Pittorino
244790,Last Call,3,10,"Page, Sam",m,Brian Elliott
244790,Last Call,3,10,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244790,Last Call,3,10,"Whitmore, Steven",m,Dockworker
244790,Last Call,3,10,"Wilson, Guy",m,Jeffrey McGuigan
244790,Last Call,3,10,"Barreto, Alexandra",f,Annie Swift
244790,Last Call,3,10,"Carter, Michelle N.",f,Woman
244790,Last Call,3,10,"Clare, Jillian",f,Gracie
244790,Last Call,3,10,"Jones, Tamala",f,Lanie Parish
244790,Last Call,3,10,"Katic, Stana",f,Kate Beckett
244790,Last Call,3,10,"Lal, Ritu",f,Jill
244790,Last Call,3,10,"Quinn, Molly C.",f,Alexis Castle
244790,Last Call,3,10,"Sullivan, Susan",f,Martha Rodgers
244740,A Deadly Game,2,24,"Cannell, Stephen J.",m,Stephen J. Cannell
244740,A Deadly Game,2,24,"Cates, Dean",m,Roger Farraday
244740,A Deadly Game,2,24,"Connelly, Michael",m,Michael Connelly
244740,A Deadly Game,2,24,"Corbo, Vinson",m,Carter
244740,A Deadly Game,2,24,"Dever, Seamus",m,Kevin Ryan
244740,A Deadly Game,2,24,"Fillion, Nathan",m,Richard Castle
244740,A Deadly Game,2,24,"Huertas, Jon",m,Javier Esposito
244740,A Deadly Game,2,24,"Kelsey, David",m,Ken Fisher
244740,A Deadly Game,2,24,"Kesler, Ian Reed",m,Hugo Morrison
244740,A Deadly Game,2,24,"Patterson, James",m,James Patterson
244740,A Deadly Game,2,24,"Pileggi, Mitch",m,Hans Brauer
244740,A Deadly Game,2,24,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244740,A Deadly Game,2,24,"Starzyk, David",m,Lee Copley
244740,A Deadly Game,2,24,"Trucco, Michael",m,Det. Tom Demming
244740,A Deadly Game,2,24,"Worthy, Rick",m,Jason Penn
244740,A Deadly Game,2,24,"Ainoa, Cristina",f,Operator
244740,A Deadly Game,2,24,"De Sousa, Melissa",f,Liz Penn
244740,A Deadly Game,2,24,"Jones, Tamala",f,Lanie Parish
244740,A Deadly Game,2,24,"Katic, Stana",f,Kate Beckett
244740,A Deadly Game,2,24,"Mazur, Monet",f,Gina Griffin
244740,A Deadly Game,2,24,"McAtee, Allison",f,Andrea Fisher
244740,A Deadly Game,2,24,"Quinn, Molly C.",f,Alexis Castle
244740,A Deadly Game,2,24,"Sullivan, Lucia",f,Melinda Farraday
244740,A Deadly Game,2,24,"Sullivan, Susan",f,Martha Rodgers
244846,The Third Man,2,14,"Appelbaum, David",m,Morgue Assistant
244846,The Third Man,2,14,"Caputo, Jay",m,Antone Frances
244846,The Third Man,2,14,"Curry, Jon",m,Stan Kopek
244846,The Third Man,2,14,"Dever, Seamus",m,Kevin Ryan
244846,The Third Man,2,14,"Elrod, Scott",m,Brad Dekker
244846,The Third Man,2,14,"Enright, Michael",m,Noel Du Preez
244846,The Third Man,2,14,"Fillion, Nathan",m,Richard Castle
244846,The Third Man,2,14,"Gonzalez, Rick",m,Mickey Carlson
244846,The Third Man,2,14,"Huertas, Jon",m,Javier Esposito
244846,The Third Man,2,14,"McGee, Jack",m,Dale Fickas
244846,The Third Man,2,14,"Neil, Adrian",m,Maitre D'
244846,The Third Man,2,14,"Parker, Corey Mendell",m,Reggie Dyson
244846,The Third Man,2,14,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244846,The Third Man,2,14,"Sellick, Wesley",m,Douglas Bishop
244846,The Third Man,2,14,"Accius, Shania",f,Candace Dyson
244846,The Third Man,2,14,"Brown, Sarah",f,Amanda Livingston
244846,The Third Man,2,14,"Cho, Yurie Ann",f,Hostess
244846,The Third Man,2,14,"Goines, Siena",f,Donna Vincennes
244846,The Third Man,2,14,"Jones, Tamala",f,Lanie Parish
244846,The Third Man,2,14,"Katic, Stana",f,Kate Beckett
244846,The Third Man,2,14,"Moses, Senta",f,Michele Langford
244846,The Third Man,2,14,"Nash, Kortney",f,Simone Dyson
244846,The Third Man,2,14,"Quinn, Molly C.",f,Alexis Castle
244846,The Third Man,2,14,"Smith, Christie Lynn",f,Melanie Kopek
244846,The Third Man,2,14,"Sullivan, Susan",f,Martha Rodgers
244743,A Rose for Everafter,2,12,"Alosio, Ryan",m,Mike Weitz
244743,A Rose for Everafter,2,12,"Beckel, Graham",m,Uncle Teddy
244743,A Rose for Everafter,2,12,"Dever, Seamus",m,Kevin Ryan
244743,A Rose for Everafter,2,12,"Fillion, Nathan",m,Richard Castle
244743,A Rose for Everafter,2,12,"Herrera, Kevin",m,Waiter
244743,A Rose for Everafter,2,12,"Huertas, Jon",m,Javier Esposito
244743,A Rose for Everafter,2,12,"Katona, Peter",m,Keith Murphy
244743,A Rose for Everafter,2,12,"Mueting, Alan",m,Kyra's Uncle
244743,A Rose for Everafter,2,12,"Mulligan, Brian Patrick",m,Justice of the Peace
244743,A Rose for Everafter,2,12,"Nieves, Joe",m,Boyd Gamble
244743,A Rose for Everafter,2,12,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244743,A Rose for Everafter,2,12,"Smith, Brady",m,Greg Murphy
244743,A Rose for Everafter,2,12,"Webber, Josh Abraham",m,Bellman
244743,A Rose for Everafter,2,12,"Estrada, Kimberly",f,Lisa Bloomfield
244743,A Rose for Everafter,2,12,"Hiraizumi, Gina",f,Laurie Hill
244743,A Rose for Everafter,2,12,"Jones, Tamala",f,Lanie Parish
244743,A Rose for Everafter,2,12,"Katic, Stana",f,Kate Beckett
244743,A Rose for Everafter,2,12,"Kuzyk, Mimi",f,Sheila Blaine
244743,A Rose for Everafter,2,12,"Milano, Alyssa",f,Kyra Blaine
244743,A Rose for Everafter,2,12,"Morgan, Bonnie",f,Sophie Ronson
244743,A Rose for Everafter,2,12,"Quinn, Molly C.",f,Alexis Castle
244743,A Rose for Everafter,2,12,"Strang, Deborah",f,Ruby
244743,A Rose for Everafter,2,12,"Sullivan, Susan",f,Martha Rodgers
244850,Til Death Do Us Part,4,11,"Abbink, Marc",m,Cabbie
244850,Til Death Do Us Part,4,11,"Agnelli, Donald",m,Barry
244850,Til Death Do Us Part,4,11,"Borges, Desmin",m,Pablo Barnes
244850,Til Death Do Us Part,4,11,"Dever, Seamus",m,Kevin Ryan
244850,Til Death Do Us Part,4,11,"Durrett, Timon Kyle",m,Toby Lang
244850,Til Death Do Us Part,4,11,"Fillion, Nathan",m,Richard Castle
244850,Til Death Do Us Part,4,11,"Hennings, Sam",m,Seth Harris
244850,Til Death Do Us Part,4,11,"Huertas, Jon",m,Javier Esposito
244850,Til Death Do Us Part,4,11,"Johnson, Brian",m,Ron Hill
244850,Til Death Do Us Part,4,11,"Mandel, Mo",m,Max Landon
244850,Til Death Do Us Part,4,11,"Moore, Pancho",m,Antonio
244850,Til Death Do Us Part,4,11,"Offutt, Byrne",m,Manager
244850,Til Death Do Us Part,4,11,"Romer, Daniel",m,Cute Young Guy
244850,Til Death Do Us Part,4,11,"Benson-Landes, Wendy",f,Amy Kemp
244850,Til Death Do Us Part,4,11,"Cole, Kristina",f,Sexy Woman #2
244850,Til Death Do Us Part,4,11,"Coney, Crystal",f,Judy Doyle
244850,Til Death Do Us Part,4,11,"Dever, Juliana",f,Jenny Duffy-O'Malley
244850,Til Death Do Us Part,4,11,"Fakhri, Parisa",f,Colette Roth
244850,Til Death Do Us Part,4,11,"Feldman, Donna",f,Jody Lopez
244850,Til Death Do Us Part,4,11,"Felice, Tammy",f,Sexy Woman #1
244850,Til Death Do Us Part,4,11,"Gering, Jenna",f,Lisa Hill
244850,Til Death Do Us Part,4,11,"Johnson, Penny",f,Captain Victoria Gates
244850,Til Death Do Us Part,4,11,"Jones, Tamala",f,Lanie Parish
244850,Til Death Do Us Part,4,11,"Katic, Stana",f,Kate Beckett
244850,Til Death Do Us Part,4,11,"LaVanchy, Lindsay",f,Assistant
244850,Til Death Do Us Part,4,11,"Macia, Rocio",f,Bailey's Other Woman
244850,Til Death Do Us Part,4,11,"Moreza, Prida",f,Sexy Woman #3
244850,Til Death Do Us Part,4,11,"Newman, Jaime Ray",f,Holly Franklin
244850,Til Death Do Us Part,4,11,"Quinn, Molly C.",f,Alexis Castle
244850,Til Death Do Us Part,4,11,"Strode, Haley",f,Hot Young Woman
244850,Til Death Do Us Part,4,11,"Sullivan, Susan",f,Martha Rodgers
244797,Love Me Dead,2,9,"Castle, Jeff",m,D.A. Jack Buckley
244797,Love Me Dead,2,9,"Chun, Charles Rahi",m,Paul Cho
244797,Love Me Dead,2,9,"Conrad, Christian R.",m,Husband
244797,Love Me Dead,2,9,"Dever, Seamus",m,Kevin Ryan
244797,Love Me Dead,2,9,"Fillion, Nathan",m,Richard Castle
244797,Love Me Dead,2,9,"Huertas, Jon",m,Javier Esposito
244797,Love Me Dead,2,9,"LaPaglia, Jonathan",m,John Knox
244797,Love Me Dead,2,9,"Laska, Ray",m,Dan Tonelli
244797,Love Me Dead,2,9,"Nucci, Danny",m,Gilbert Mazzara
244797,Love Me Dead,2,9,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244797,Love Me Dead,2,9,"Smoove, J.B.",m,Norman Jessup
244797,Love Me Dead,2,9,"Headley, Shari",f,Nicole Cameron
244797,Love Me Dead,2,9,"Jones, Tamala",f,Lanie Parish
244797,Love Me Dead,2,9,"Katic, Stana",f,Kate Beckett
244797,Love Me Dead,2,9,"Kelley, Britten",f,Escort
244797,Love Me Dead,2,9,"McManus, Michaela",f,Scarlett Price
244797,Love Me Dead,2,9,"Quinn, Molly C.",f,Alexis Castle
244797,Love Me Dead,2,9,"Sullivan, Susan",f,Martha Rodgers
244797,Love Me Dead,2,9,"Young, Nancy",f,Wife
244831,The Blue Butterfly,4,14,"Bay, Adam",m,Leonard
244831,The Blue Butterfly,4,14,"Cassidy, Patrick",m,Clyde Belasco
244831,The Blue Butterfly,4,14,"Dever, Seamus",m,Kevin Ryan
244831,The Blue Butterfly,4,14,"Dever, Seamus",m,Dempsey's Irishman
244831,The Blue Butterfly,4,14,"Everett, Chad",m,Jerry Maddox
244831,The Blue Butterfly,4,14,"Fillion, Nathan",m,Richard Castle
244831,The Blue Butterfly,4,14,"Fillion, Nathan",m,Joe Flynn
244831,The Blue Butterfly,4,14,"Huertas, Jon",m,Javier Esposito
244831,The Blue Butterfly,4,14,"Huertas, Jon",m,Dempsey's Cuban
244831,The Blue Butterfly,4,14,"Love, Nathaniel",m,Fella
244831,The Blue Butterfly,4,14,"McCraley, Lorin",m,West Side Wally
244831,The Blue Butterfly,4,14,"Pellegrino, Mark",m,Tom Dempsey
244831,The Blue Butterfly,4,14,"Pellegrino, Mark",m,Tom Dempsey III
244831,The Blue Butterfly,4,14,"Toonder, Darin",m,Frankie
244831,The Blue Butterfly,4,14,"Ward, Jared",m,Bartender
244831,The Blue Butterfly,4,14,"Geer, Ellen",f,Viola Maddox
244831,The Blue Butterfly,4,14,"Grano, Andrea",f,Cindy Banks
244831,The Blue Butterfly,4,14,"Johnson, Penny",f,Captain Victoria Gates
244831,The Blue Butterfly,4,14,"Jones, Tamala",f,Betsy Sinclair
244831,The Blue Butterfly,4,14,"Katic, Stana",f,Kate Beckett
244831,The Blue Butterfly,4,14,"Katic, Stana",f,Vera Mulqueen
244831,The Blue Butterfly,4,14,"Lilly, Sarah",f,Luella McManus
244831,The Blue Butterfly,4,14,"Quinn, Molly C.",f,Sally Scofield
244831,The Blue Butterfly,4,14,"Sullivan, Susan",f,Florence Kennard
244795,Linchpin,4,16,"Carter, Jade",m,Agent Jack Corrigan
244795,Linchpin,4,16,"Chisum, David",m,Thomas Gage
244795,Linchpin,4,16,"Dever, Seamus",m,Kevin Ryan
244795,Linchpin,4,16,"Edge, Russell",m,Jones
244795,Linchpin,4,16,"Fillion, Nathan",m,Richard Castle
244795,Linchpin,4,16,"Gibson, Cal",m,Chess Player
244795,Linchpin,4,16,"Huertas, Jon",m,Javier Esposito
244795,Linchpin,4,16,"Kramer, Steve",m,Super
244795,Linchpin,4,16,"Lim, David",m,Agent Trahn
244795,Linchpin,4,16,"Rana, Lak",m,Tech #3
244795,Linchpin,4,16,"Stamberg, Josh",m,Martin Danberg
244795,Linchpin,4,16,"Turner, Jim",m,Janacek Spivey
244795,Linchpin,4,16,"Beals, Jennifer",f,Sophia Turner
244795,Linchpin,4,16,"Johnson, Penny",f,Captain Victoria Gates
244795,Linchpin,4,16,"Jones, Burnadean",f,Tech #2
244795,Linchpin,4,16,"Jones, Tamala",f,Lanie Parish
244795,Linchpin,4,16,"Katic, Stana",f,Kate Beckett
244795,Linchpin,4,16,"Quinn, Molly C.",f,Alexis Castle
244795,Linchpin,4,16,"Sullivan, Susan",f,Martha Rodgers
244803,Nikki Heat,3,11,"Alfonso, Juan",m,Delivery Man
244803,Nikki Heat,3,11,"Batinkoff, Randall",m,Brad Williams
244803,Nikki Heat,3,11,"Briddell, Jon",m,Richard Weiss
244803,Nikki Heat,3,11,"Calabro, Thomas",m,Scott Donner
244803,Nikki Heat,3,11,"Citrano, Lenny",m,Lead Lawyer
244803,Nikki Heat,3,11,"Curtis, John L.",m,Desk Clerk
244803,Nikki Heat,3,11,"Dever, Seamus",m,Kevin Ryan
244803,Nikki Heat,3,11,"Fillion, Nathan",m,Richard Castle
244803,Nikki Heat,3,11,"Huertas, Jon",m,Javier Esposito
244803,Nikki Heat,3,11,"Macht, Stephen",m,Bill Wellington
244803,Nikki Heat,3,11,"O'Byrne, Adam",m,Mr. Rubens
244803,Nikki Heat,3,11,"Parker, David",m,Duke Jones
244803,Nikki Heat,3,11,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244803,Nikki Heat,3,11,"Walsh, James Andrew",m,Desperate Man
244803,Nikki Heat,3,11,"Ashton, René",f,Amelia Weiss
244803,Nikki Heat,3,11,"Dever, Juliana",f,Jenny Duffy-O'Malley
244803,Nikki Heat,3,11,"Harrison, Andrea",f,Jolene Anderson
244803,Nikki Heat,3,11,"Harrison, Schae",f,Uniform Police Officer
244803,Nikki Heat,3,11,"Hill, Tymberlee",f,Julie Taylor
244803,Nikki Heat,3,11,"Jones, Tamala",f,Lanie Parish
244803,Nikki Heat,3,11,"Katic, Stana",f,Kate Beckett
244803,Nikki Heat,3,11,"Prepon, Laura",f,Natalie Rhodes
244803,Nikki Heat,3,11,"Quinn, Molly C.",f,Alexis Castle
244803,Nikki Heat,3,11,Sahlima,f,Vicky Rubens
244803,Nikki Heat,3,11,"Scott, Melody Thomas",f,Tonya Wellington
244803,Nikki Heat,3,11,"Staggs, Monica",f,Stacey Collins 2010
244803,Nikki Heat,3,11,"Sullivan, Susan",f,Martha Rodgers
244803,Nikki Heat,3,11,"Thiebaud, Kelly",f,Chloe Graves
244862,Wrapped Up in Death,2,19,"Avari, Erick",m,Rupert Bentley
244862,Wrapped Up in Death,2,19,"Birmingham, Gil",m,Cacaw Te
244862,Wrapped Up in Death,2,19,"Cell, Steve",m,Charles Taylor
244862,Wrapped Up in Death,2,19,"Dever, Seamus",m,Kevin Ryan
244862,Wrapped Up in Death,2,19,"Fillion, Nathan",m,Richard Castle
244862,Wrapped Up in Death,2,19,"Foster, Kevin",m,Will Medina
244862,Wrapped Up in Death,2,19,"Graham, Currie",m,Stanford Raynes
244862,Wrapped Up in Death,2,19,"Huertas, Jon",m,Javier Esposito
244862,Wrapped Up in Death,2,19,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244862,Wrapped Up in Death,2,19,"Vicente, Al",m,Norton Grimes
244862,Wrapped Up in Death,2,19,"Zader, Omid",m,Cab Driver
244862,Wrapped Up in Death,2,19,"Jones, Tamala",f,Lanie Parish
244862,Wrapped Up in Death,2,19,"Katic, Stana",f,Kate Beckett
244862,Wrapped Up in Death,2,19,"Quinn, Molly C.",f,Alexis Castle
244862,Wrapped Up in Death,2,19,"Rawat, Navi",f,Rachel Walters
244862,Wrapped Up in Death,2,19,"Sullivan, Susan",f,Martha Rodgers
244862,Wrapped Up in Death,2,19,"Wörndl, Linda",f,CSU Tech
244736,47 Seconds,4,19,"Alperin, Michael",m,Beethoven
244736,47 Seconds,4,19,"Bowers, Wil",m,Male Reporter
244736,47 Seconds,4,19,"Carey, Matthew",m,Mr. Levine
244736,47 Seconds,4,19,"Child, Samuel",m,Jesse Friedman
244736,47 Seconds,4,19,"Dever, Seamus",m,Kevin Ryan
244736,47 Seconds,4,19,"Fillion, Nathan",m,Richard Castle
244736,47 Seconds,4,19,"Guinee, Tim",m,Andrew Haynes
244736,47 Seconds,4,19,"Huertas, Jon",m,Javier Esposito
244736,47 Seconds,4,19,"McCraley, Lorin",m,West Side Wally
244736,47 Seconds,4,19,"Owuor, Gilbert",m,Malik
244736,47 Seconds,4,19,"Perez, Walter",m,Bobby Lopez
244736,47 Seconds,4,19,"Rose, Michael",m,Agent Johnson
244736,47 Seconds,4,19,"Ruby, John",m,Mark
244736,47 Seconds,4,19,"Scott, David C.",m,Host
244736,47 Seconds,4,19,"Johnson, Penny",f,Captain Victoria Gates
244736,47 Seconds,4,19,"Jones, Tamala",f,Lanie Parish
244736,47 Seconds,4,19,"Katic, Stana",f,Kate Beckett
244736,47 Seconds,4,19,"Novak, Nikki",f,Corinne
244736,47 Seconds,4,19,"Quinn, Molly C.",f,Alexis Castle
244736,47 Seconds,4,19,"Reilly, Ann",f,Val Brookstone
244736,47 Seconds,4,19,"Siegel, Kate",f,Nadia
244736,47 Seconds,4,19,"Sullivan, Susan",f,Martha Rodgers
244736,47 Seconds,4,19,"Woods, Christine",f,Leann West
244808,Overkill,2,23,"Carafotes, Paul",m,Lukas Canby
244808,Overkill,2,23,"Dever, Seamus",m,Kevin Ryan
244808,Overkill,2,23,"Fillion, Nathan",m,Richard Castle
244808,Overkill,2,23,"Full, Stephen",m,Benny
244808,Overkill,2,23,"Hoffmaster, Jim",m,Clerk
244808,Overkill,2,23,"Huertas, Jon",m,Javier Esposito
244808,Overkill,2,23,"Mahaffy, Kasey",m,Lance Newman
244808,Overkill,2,23,"Moses, William R.",m,Blake Wilder
244808,Overkill,2,23,"Santiago-Hudson, Ruben",m,Captain Roy Montgomery
244808,Overkill,2,23,"Trucco, Michael",m,Det. Tom Demming
244808,Overkill,2,23,"Claire, Julie",f,Lisa Jenkins
244808,Overkill,2,23,"Garcia, Monica",f,Cleaning Lady
244808,Overkill,2,23,"Hall, Jennifer",f,Rebecca Strong
244808,Overkill,2,23,"Jones, Tamala",f,Lanie Parish
244808,Overkill,2,23,"Katic, Stana",f,Kate Beckett
244808,Overkill,2,23,"Lewis, Melanie",f,Daphne
244808,Overkill,2,23,"Quinn, Molly C.",f,Alexis Castle
244808,Overkill,2,23,"Sullivan, Susan",f,Martha Rodgers
244808,Overkill,2,23,"Thomas, Ella",f,Natasha Piper
